rowname	logFC	logCPM	F	PValue	FDR
FBgn0003943	-2.582024410284545	9.058149671220534	441.7642126710898	6.273078239482859e-9	4.967650657846476e-5
FBgn0053105	-2.6217780992393576	4.546657856045995	221.92033565650559	1.2639926794404308e-7	5.004779014244386e-4
FBgn0029856	-3.597769009559146	7.017299352520464	195.7828604210505	2.1691270361657298e-7	5.725772333132138e-4
FBgn0083990	-4.591039550266614	2.232762681974202	166.73774083409364	4.31640756474981e-7	8.545407876313436e-4
FBgn0053909	-11.043692320031312	3.4229131240588124	298.97085427122585	5.682836705529888e-7	9.000476774218237e-4
FBgn0028430	1.1946684075137803	7.129932649627499	142.7274914774212	8.363106114809859e-7	0.0011037906220529878
FBgn0039914	1.0816596289570184	5.5965319809871925	136.88542793944185	9.981231151607022e-7	0.0011291624212796572
FBgn0086558	-1.0423042431699068	7.7947769901846025	116.47676433665836	1.968810100166519e-6	0.0019488758979023329
FBgn0030755	-2.1702139116670596	3.3236454849727055	110.50471419086261	2.45323399588566e-6	0.0021585733348242825
FBgn0013263	1.8524384001547203	2.9566427741462897	84.85938908401367	7.304317040065437e-6	0.005384606047503255
FBgn0042175	-1.3594231580461706	3.525223286124179	82.54396743004095	8.177904593078571e-6	0.005384606047503255
FBgn0052581	-6.167681463541711	1.1957234429510892	80.94029746111302	8.85857627986423e-6	0.005384606047503255
FBgn0032197	0.9330047952395162	5.10134744328612	80.70027417177317	8.966327552702455e-6	0.005384606047503255
FBgn0039889	1.188845391999553	4.888367589338918	79.52138498859355	9.51944496338497e-6	0.005384606047503255
FBgn0260723	1.7431880672145825	1.8989189169228773	77.83575385107306	1.0384803694858155e-5	0.005482484030638782
FBgn0067861	-4.853159972948749	1.3385534922655309	72.561965696498	1.379123064522466e-5	0.0068257972174708805
FBgn0004859	1.1009744363210117	4.145410748069238	71.32961328090397	1.4775942231671448e-5	0.006882981560741541
FBgn0002521	1.1347668923816587	5.084790361495123	67.13141438993473	1.884535812303227e-5	0.00829091060979403
FBgn0051998	0.8759193182783455	6.563224828528874	64.77731528491888	2.1730096534848976e-5	0.009056875497866792
FBgn0261359	-7.725247536528294	0.03603410327003545	96.35836534189549	2.522581072612738e-5	0.00984912283775975
FBgn0031080	-0.8014854477278732	6.293429177257254	61.846003993879826	2.611839621075322e-5	0.00984912283775975
FBgn0260798	0.9482351496332566	4.585327646606573	59.52689939402354	3.037816616154418e-5	0.010482251468021543
FBgn0036646	-1.1371191904975078	3.644290644703811	58.785750568570855	3.1915923578980244e-5	0.010482251468021543
FBgn0040005	0.9567516068363562	5.245806962318507	58.139264501405364	3.3335696326943804e-5	0.010482251468021543
FBgn0085284	2.763658860531069	1.47311906243035	57.84719233638727	3.4002428352233144e-5	0.010482251468021543
FBgn0052495	-9.291272171413485	1.5724375317330903	87.59930690880935	3.441577701332998e-5	0.010482251468021543
FBgn0024811	0.9562373483632767	4.561326557862151	56.149530231289056	3.821802590877428e-5	0.010994231951459267
FBgn0033548	1.54680835146196	3.5719400869457756	55.906231619744474	3.8873405056302503e-5	0.010994231951459267
FBgn0037913	1.601818097040908	5.328357455462928	54.122042749103926	4.41245296700914e-5	0.011553074991282762
FBgn0052243	0.8750340261670294	5.656332486719871	54.02050113304416	4.444871651125626e-5	0.011553074991282762
FBgn0004188	-7.516035580084373	-0.1550996768078506	80.07680786201473	4.603652243774399e-5	0.011553074991282762
FBgn0000258	0.8374741076579614	6.4515322998271225	53.23490605679444	4.7057924022114595e-5	0.011553074991282762
FBgn0058439	0.9909572303992282	5.4514748440415195	52.54285645595911	4.9513252713695394e-5	0.011553074991282762
FBgn0052011	-7.748979505883229	0.04346652824845118	78.2468486707728	4.960279703290995e-5	0.011553074991282762
FBgn0032196	0.9192766142332354	4.79998526038515	50.70798505040324	5.682419742577436e-5	0.01234538820840971
FBgn0051601	0.8633112690354919	6.536093404504014	50.554183235173106	5.7495199551662335e-5	0.01234538820840971
FBgn0052016	0.8073040741365756	6.658257167865274	50.51188263168313	5.768144509548671e-5	0.01234538820840971
FBgn0040324	0.7769030781796591	6.1594560746309845	49.651509327116216	6.163491258424386e-5	0.012635673323642195
FBgn0053328	0.9678496058635173	7.665811113266586	49.52807127084386	6.222897583306549e-5	0.012635673323642195
FBgn0019985	0.9261885642940267	3.2886589792308687	47.77758704827112	7.145829630397813e-5	0.014146956210780071
FBgn0039902	0.746222293003396	5.812851546577248	46.870783071326215	7.689751698064175e-5	0.014852474072431756
FBgn0037552	0.6865884787938257	7.337815837135882	45.98507311530802	8.270738632527259e-5	0.015365865980116258
FBgn0027101	0.9316144826481645	5.485948516624196	45.64728654897742	8.506386139652774e-5	0.015365865980116258
FBgn0038421	1.4990042197767874	1.9538084342746962	45.330204330250524	8.735108609918609e-5	0.015365865980116258
FBgn0026777	0.583104105241965	5.991503278028941	45.20714025004309	8.825902756729271e-5	0.015365865980116258
FBgn0033005	1.0987626196362703	6.508737139910295	44.98295582844378	8.994289241732615e-5	0.015365865980116258
FBgn0026199	0.8760124070713367	6.7557202303240595	44.81919066571468	9.119784077098928e-5	0.015365865980116258
FBgn0039997	0.895115030329176	5.992100177424245	43.848587681160836	9.909203136239011e-5	0.0157330826483895
FBgn0032217	0.5747217557533426	6.718378557403708	43.82185767329648	9.932102543616917e-5	0.0157330826483895
FBgn0011642	0.9843530112444749	5.136191158311238	43.81993062481813	9.933755934075958e-5	0.0157330826483895
FBgn0032728	0.7532048689024655	4.135208765483624	43.49378663967696	1.021850442029721e-4	0.01586673264790855
FBgn0051864	-2.245328010370116	1.8353463593891002	43.11532213817319	1.0561564258416872e-4	0.01608404372353908
FBgn0052000	1.0040018381821358	7.576614074573629	42.81472577286829	1.084412726815318e-4	0.016202762988019818
FBgn0040239	0.6155899490770353	5.031500419735663	42.36754959694197	1.1281809540377443e-4	0.016544564768564626
FBgn0032949	0.6131951533971459	9.386282469428872	41.01121560268602	1.2748282036392157e-4	0.018355208262943543
FBgn0037837	-4.251151074573249	-0.23593191033327995	40.15966433201215	1.3788933563431955e-4	0.019417042950794976
FBgn0024728	0.5991346854849129	5.984453871261762	39.758179669306905	1.4315558484927744e-4	0.019417042950794976
FBgn0085192	1.4678972830417918	2.469713938096824	39.56467541932904	1.457816085176104e-4	0.019417042950794976
FBgn0039679	3.4744290945768466	0.8437068905010604	39.55482356289415	1.4591687766856242e-4	0.019417042950794976
FBgn0046692	1.2707519242792287	4.105426794254363	39.230837600969224	1.5045217035796173e-4	0.019417042950794976
FBgn0027493	-0.5429146630224633	8.868967761785067	39.17247845958112	1.5128734971961894e-4	0.019417042950794976
FBgn0025936	0.7779177844203808	6.433201707710937	39.03482827780958	1.5327985490452378e-4	0.019417042950794976
FBgn0033836	-0.7523092628157093	4.260386149644882	38.953428011618065	1.544732549438166e-4	0.019417042950794976
FBgn0042177	-0.6559449746716595	5.239689480809432	38.61692736395046	1.5952899588127342e-4	0.019424504820641526
FBgn0004638	0.6288597018819687	6.837842329662652	38.469185641267394	1.618126283997042e-4	0.019424504820641526
FBgn0004624	0.7850880508784347	6.020112468882558	37.99020127669556	1.6949664499832517e-4	0.019424504820641526
FBgn0038461	-0.6271928752209407	4.461191349264425	37.809897192003866	1.7250444463539645e-4	0.019424504820641526
FBgn0053995	2.217051014006152	1.8530111799861564	37.67488669183109	1.7479952328597578e-4	0.019424504820641526
FBgn0036332	0.824031445282175	5.442480282550409	37.50180780988296	1.7779667382480333e-4	0.019424504820641526
FBgn0003659	1.3523259607804308	4.3095351230778505	37.44570141274623	1.78781728440607e-4	0.019424504820641526
FBgn0025806	0.566764230754555	5.209231278061118	37.29130323619616	1.8152717708728793e-4	0.019424504820641526
FBgn0053554	1.0601757759598314	7.889616087619974	37.26229535515792	1.820487284091144e-4	0.019424504820641526
FBgn0260799	0.8481851413514228	6.432508725989692	37.23011495831576	1.826294684435561e-4	0.019424504820641526
FBgn0039977	1.031162341250977	4.8637145577287395	37.0501640520968	1.859190593445232e-4	0.019424504820641526
FBgn0032997	0.8813263231155813	5.106500942330567	37.04218826358901	1.8606653228538366e-4	0.019424504820641526
FBgn0037560	0.7655921143182385	5.4416383899208025	37.023086855811634	1.8642030134723525e-4	0.019424504820641526
FBgn0039929	0.5236350613601874	5.3006340045067555	36.121874460168605	2.0408875869686225e-4	0.02054792231526389
FBgn0033019	1.0686464467807761	3.3604883255843854	36.12080761702756	2.0411086068844567e-4	0.02054792231526389
FBgn0039924	0.7504528897303282	4.878075406828612	35.98212577874992	2.0700907672642962e-4	0.02054792231526389
FBgn0033744	2.0988885995652726	2.326235000234797	35.909368333391214	2.0854973181138285e-4	0.02054792231526389
FBgn0029890	-1.1030083121034182	2.6580254052354655	35.83329024023963	2.1017574283828454e-4	0.02054792231526389
FBgn0058045	0.7089690200650024	6.800984305809317	35.671399925242184	2.1368777530967746e-4	0.020636506008260194
FBgn0052350	1.0743235012623358	4.1841631556862895	35.47109649955548	2.181331426257875e-4	0.020812004294621822
FBgn0052230	0.5386278859439273	5.677228096642724	35.10040669195681	2.2666254111841877e-4	0.021368341227580454
FBgn0025814	-0.6441769118823412	6.358235491544168	34.57168065435116	2.3954683177188876e-4	0.021939659378842624
FBgn0037912	2.511136156778524	0.6588667967790783	34.5603832998491	2.3983178140349456e-4	0.021939659378842624
FBgn0040007	1.6025601497463096	8.133053000682418	34.51288886611629	2.4103426770543103e-4	0.021939659378842624
